booking_id,passenger_id,flight_id,booking_date,status,passport_number,seat_number,emergency_contact_name,emergency_contact_phone
B1470,P1523,6F132,2025-05-27 11:37:36.951,CANCELLED,E1215481,24E,Tanmayi Mittal,+91-7567550375
B1471,P1071,UK184,2026-03-28 11:37:36.951,PENDING,W6876401,8E,Rushil Rajagopalan,+91-8381474844
B1472,P1644,6F098,2025-06-06 11:37:36.951,PENDING,W8064420,3D,Vasudha Chhabra,+91-7712051373
B1473,P1105,SJ168,2025-07-19 11:37:36.951,PENDING,V7787358,21F,Warjas Raj,+91-9784838854
B1474,P1731,SJ178,2025-07-28 11:37:36.951,CANCELLED,N4641962,14C,Jagrati Merchant,+91-7220036881
B1475,P1884,UK111,2026-03-07 11:37:36.951,CANCELLED,Y2622132,2C,Chakrika Bains,+91-6148825334
B1476,P1964,SJ051,2026-02-27 11:37:36.951,CANCELLED,K2948314,32E,Meghana Maharaj,+91-6196687876
B1477,P1688,SJ193,2025-07-06 11:37:36.951,CANCELLED,T9726999,18E,Abhiram Bawa,+91-6799744320
B1478,P1281,SJ039,2026-02-24 11:37:36.951,CONFIRMED,F8318003,28D,Watika Mangat,+91-9122480683
B1479,P1132,UK066,2025-12-17 11:37:36.951,CANCELLED,F0005328,22B,Victor Pandey,+91-9302456229
B1480,P1533,SJ050,2026-03-14 11:37:36.951,PENDING,D0505243,34B,Theodore Gupta,+91-6481476905
B1481,P1974,6F052,2025-06-11 11:37:36.951,CONFIRMED,W2692990,4D,Zashil Devan,+91-9673358664
B1482,P1268,SJ170,2025-08-29 11:37:36.951,PENDING,P2763328,14E,Gunbir Baral,+91-9822816092
B1483,P1411,SJ119,2025-06-09 11:37:36.951,UNKNOWN,G3761851,26B,Dayamai Sastry,+91-9588419169
B1484,P1672,AI219,2025-05-07 11:37:36.951,CONFIRMED,D3684101,13B,Bahadurjit Patla,+91-7315956412
B1485,P1618,6F220,2025-07-05 11:37:36.951,CANCELLED,H9218835,12D,Karan Chana,+91-6667316833
B1486,P1790,AI207,2025-05-04 11:37:36.951,CONFIRMED,T5067761,3D,Chakrika Narain,+91-8986397259
B1487,P1864,6F024,2026-01-26 11:37:36.951,PENDING,X2088143,5E,Ojasvi Gill,+91-7601532871
B1488,P1746,SJ073,2025-05-04 11:37:36.951,CANCELLED,Y7617815,27E,Sai Deo,+91-7680913418
B1489,P1017,SJ201,2025-07-08 11:37:36.951,CANCELLED,K5720266,24F,Jasmit Wali,+91-9673234879
B1490,P1753,AI180,2026-03-10 11:37:36.951,CONFIRMED,N2959125,29B,Yachana Mahajan,+91-8762222386
B1491,P1116,UK022,2025-07-16 11:37:36.951,CONFIRMED,V9925539,18F,Nitesh Kurian,+91-9774604694
B1492,P1797,AI202,2026-03-27 11:37:36.951,CANCELLED,Z0742990,29C,Vasatika Merchant,+91-9253243773
B1493,P1793,6F212,2025-06-01 11:37:36.952,CONFIRMED,Y6694179,26D,Hamsini Contractor,+91-6703910915
B1494,P1143,6F163,2025-06-09 11:37:36.952,CANCELLED,A8974748,23F,Upadhriti Borra,+91-8535539861
B1495,P1716,UK028,2025-10-15 11:37:36.952,CONFIRMED,J1839841,27D,Lohit Kara,+91-7410284823
B1496,P1550,6F243,2026-03-21 11:37:36.952,PENDING,R8536988,7D,Mekhala Pau,+91-8933659307
B1497,P1928,AI165,2025-09-02 11:37:36.952,CONFIRMED,X8044509,11F,Gautam Rana,+91-9110643751
B1498,P1665,UK099,2025-07-18 11:37:36.952,PENDING,L2102627,3D,Akshay Lalla,+91-9411254113
B1499,P1687,AI033,2025-06-17 11:37:36.952,UNKNOWN,W9008248,17C,Jatin Sha,+91-6926966364
B1500,P1960,UK056,2025-04-30 11:37:36.952,CONFIRMED,H0889830,22D,Jyoti Lala,+91-8815925186
B1501,P1752,SJ122,2025-09-04 11:37:36.952,CANCELLED,W8399741,23D,Lakshmi Prabhu,+91-7115643227
B1502,P1421,AI086,2025-10-15 11:37:36.952,CONFIRMED,E7500030,23F,Hritik Kaur,+91-9915799285
B1503,P1897,SJ011,2025-10-17 11:37:36.952,CONFIRMED,N1995305,25C,Urishilla Bakshi,+91-6699103000
B1504,P1368,SJ021,2025-04-21 11:37:36.952,PENDING,J9378467,4E,Falak Kant,+91-9874182210
B1505,P1645,SJ106,2025-11-29 11:37:36.952,CONFIRMED,A1872600,8F,Dev Shetty,+91-7559268147
B1506,P1557,SJ026,2026-01-29 11:37:36.952,CANCELLED,M1034444,9E,Chasmum Rege,+91-6522404300
B1507,P1049,SJ245,2025-11-27 11:37:36.952,PENDING,T4568652,20A,Jackson Dey,+91-9252217266
B1508,P1677,AI023,2025-07-31 11:37:36.952,UNKNOWN,E1559967,9C,Chakradev Barad,+91-9924760857
B1509,P1105,AI032,2025-09-25 11:37:36.952,CANCELLED,F2219053,14F,Daksha Tailor,+91-8571992022
B1510,P1215,AI236,2025-05-11 11:37:36.952,CANCELLED,A4747648,19F,Jack Chatterjee,+91-8499824326
B1511,P1657,6F094,2025-12-24 11:37:36.952,CANCELLED,Y3965213,15C,Wahab Yogi,+91-6625165952
B1512,P1922,UK163,2025-12-21 11:37:36.952,PENDING,C2455312,4A,Krishna Rama,+91-7523469229
B1513,P1424,UK163,2025-06-30 11:37:36.952,CONFIRMED,E2117327,32B,Sudiksha Prabhakar,+91-9929359146
B1514,P1071,SJ045,2025-05-07 11:37:36.952,CANCELLED,J8839585,21E,Oni Dubey,+91-8283576774
B1515,P1987,SJ006,2025-07-06 11:37:36.952,PENDING,F9425251,26A,Oeshi Chaudhary,+91-8625331986
B1516,P1841,SJ103,2025-08-05 11:37:36.952,CANCELLED,M9171050,34F,Vrishti Reddy,+91-6490061214
B1517,P1784,6F221,2026-01-16 11:37:36.952,UNKNOWN,K9147744,31B,Ati Bali,+91-8785722215
B1518,P1758,SJ147,2026-03-20 11:37:36.952,UNKNOWN,G5247841,30A,Kamala Kalla,+91-8723394061
B1519,P1445,SJ064,2026-03-25 11:37:36.952,PENDING,K9734493,3C,Sachi Saxena,+91-7624340765
B1520,P1924,AI028,2026-04-02 11:37:36.952,CONFIRMED,V8033183,27A,Warinder Patil,+91-6839143299
B1521,P1185,AI148,2025-11-08 11:37:36.952,PENDING,G3892608,31E,Hardik Pillai,+91-7971969694
B1522,P1069,6F263,2025-08-31 11:37:36.952,CONFIRMED,W1527873,1C,Jagrati Bhat,+91-9297519631
B1523,P1973,SJ067,2025-05-19 11:37:36.952,PENDING,L1521746,21F,Mitali Majumdar,+91-7451583458
B1524,P1149,6F061,2025-06-17 11:37:36.952,PENDING,H7801891,23D,Ranveer Das,+91-9301854363
B1525,P1245,AI254,2025-05-29 11:37:36.952,UNKNOWN,K4671776,11E,Suhani Chand,+91-9732273227
B1526,P1773,SJ136,2025-11-15 11:37:36.952,CONFIRMED,C4336299,17D,Simon Bail,+91-9381312969
B1527,P1537,AI046,2025-07-09 11:37:36.952,PENDING,L0999900,8A,Chandresh Nath,+91-8615063822
B1528,P1934,UK174,2026-03-28 11:37:36.952,PENDING,H9083521,6E,Yagnesh Dass,+91-9812504067
B1529,P1651,6F066,2025-04-30 11:37:36.952,UNKNOWN,V4424648,34C,Samesh Biswas,+91-9725818533
B1530,P1098,UK095,2025-12-08 11:37:36.952,UNKNOWN,M7285759,23E,Sarthak Kalita,+91-7656534054
B1531,P1909,6F063,2026-04-01 11:37:36.952,PENDING,D9022179,30F,Viraj Narasimhan,+91-6980470108
B1532,P1277,UK118,2025-04-22 11:37:36.952,PENDING,E4883971,30A,Manbir Agate,+91-8905964314
B1533,P1562,UK218,2025-09-15 11:37:36.952,PENDING,X8445143,28D,Aradhana Dhillon,+91-7661644584
B1534,P1662,UK031,2025-09-11 11:37:36.952,CONFIRMED,N8112303,34E,Kalpit Zachariah,+91-8907438286
B1535,P1943,UK142,2026-04-02 11:37:36.952,PENDING,P8119397,6C,Zashil Ghosh,+91-8718945314
B1536,P1454,AI002,2025-06-01 11:37:36.952,UNKNOWN,A0992177,4C,Imaran Bal,+91-8258706512
B1537,P1103,UK070,2025-10-08 11:37:36.952,CONFIRMED,W6693351,21F,Karan Aurora,+91-6910185625
B1538,P1945,SJ121,2026-03-17 11:37:36.952,PENDING,R0532601,8E,Ishita Khanna,+91-7945319144
B1539,P1600,UK201,2025-06-11 11:37:36.952,CONFIRMED,X1038297,20B,Ekiya Babu,+91-8475339059
B1540,P1652,AI138,2026-01-15 11:37:36.952,CANCELLED,D3609085,7E,Owen Lanka,+91-6145866491
B1541,P1724,SJ014,2025-12-16 11:37:36.952,CONFIRMED,K5024373,26A,Charles Date,+91-8848569845
B1542,P1232,SJ053,2025-12-13 11:37:36.952,PENDING,V7366271,14F,Oviya Vora,+91-8647240037
B1543,P1393,SJ241,2025-06-16 11:37:36.952,CANCELLED,Y6933539,4F,Ishaan Bhatt,+91-6772840271
B1544,P1500,AI249,2025-09-01 11:37:36.952,CANCELLED,L8561547,16A,Vamakshi Sen,+91-8514286093
B1545,P1694,AI176,2026-03-08 11:37:36.952,PENDING,N3979255,8A,Janaki Varghese,+91-9411575520
B1546,P1250,SJ234,2026-04-02 11:37:36.952,PENDING,H6902837,32B,Ikbal Seth,+91-9130250567
B1547,P1520,6F115,2025-04-18 11:37:36.952,PENDING,F8966605,16C,Yahvi Kant,+91-7659677207
B1548,P1078,AI020,2025-10-04 11:37:36.952,CONFIRMED,C6441610,7E,Caleb Verma,+91-9447172739
B1549,P1051,AI020,2025-12-16 11:37:36.952,CONFIRMED,Z3584640,24A,Charvi Shanker,+91-6302839899
B1550,P1897,6F079,2025-12-06 11:37:36.952,CONFIRMED,W8027304,10D,Azaan Bhat,+91-9323908049
B1551,P1920,6F104,2025-11-14 11:37:36.952,UNKNOWN,P2814447,8E,Varenya Ratti,+91-7735631188
B1552,P1780,UK046,2026-02-06 11:37:36.952,PENDING,L3096906,32D,Pooja Chokshi,+91-8846435811
B1553,P1225,SJ217,2025-11-15 11:37:36.952,CONFIRMED,Y0922884,33D,Vritti Sawhney,+91-8443491142
B1554,P1050,6F142,2025-08-26 11:37:36.952,CANCELLED,M1358727,8D,Ethan Buch,+91-8311039652
B1555,P1185,SJ139,2026-04-04 11:37:36.952,CONFIRMED,A6881164,3B,Ekanta Divan,+91-8323622397
B1556,P1033,6F059,2026-01-18 11:37:36.952,CANCELLED,X8818738,31D,Dominic Date,+91-8649722837
B1557,P1802,6F067,2025-08-10 11:37:36.952,PENDING,H3364770,17A,Anvi Nair,+91-7870366950
B1558,P1741,AI007,2025-08-07 11:37:36.952,PENDING,A9091538,27A,Lakshmi Wali,+91-7685136792
B1559,P1130,UK202,2026-01-20 11:37:36.952,CONFIRMED,E6254204,5F,Chaitaly Setty,+91-7349799332
B1560,P1631,AI200,2026-03-07 11:37:36.952,CONFIRMED,C9057720,18C,Yashasvi Sani,+91-6121131527
B1561,P1442,UK172,2026-01-27 11:37:36.952,PENDING,B7941932,18C,Hardik Contractor,+91-7691458123
B1562,P1837,6F214,2025-05-01 11:37:36.952,CONFIRMED,Z1097941,10B,Tanveer Sani,+91-8684100671
B1563,P1758,UK037,2025-09-11 11:37:36.952,PENDING,R0987264,27B,Siya Kari,+91-7290542002
B1564,P1431,AI022,2025-08-14 11:37:36.952,PENDING,M1742240,17F,Odika Nori,+91-7285103793
B1565,P1703,AI243,2026-02-06 11:37:36.952,CANCELLED,P1189003,20D,Sudiksha Rastogi,+91-9206533185
B1566,P1496,SJ174,2025-10-08 11:37:36.952,CONFIRMED,N3070286,29F,Ojasvi Chandran,+91-7160226762
B1567,P1402,SJ079,2025-11-13 11:37:36.952,PENDING,E0095366,9A,Dhriti Sane,+91-8311091070
B1568,P1322,UK097,2025-12-21 11:37:36.952,CONFIRMED,P8900577,21A,Dhriti Kumer,+91-6202842658
B1569,P1209,AI013,2025-12-26 11:37:36.952,CANCELLED,T3259007,14E,Kavya Dua,+91-9196073310
B1570,P1614,UK196,2025-11-21 11:37:36.952,CANCELLED,G0722113,25E,Urvi Bhavsar,+91-6898052605
B1571,P1328,SJ213,2025-11-06 11:37:36.952,CONFIRMED,V7167221,2C,Gavin Chada,+91-8862297878
B1572,P1371,UK119,2025-05-26 11:37:36.952,CONFIRMED,J6171928,5D,Girik Sankaran,+91-6588325075
B1573,P1459,AI043,2026-03-18 11:37:36.952,PENDING,J4360234,19B,Gopal Pradhan,+91-7487133229
B1574,P1132,AI043,2025-04-29 11:37:36.952,CANCELLED,E1602523,18A,Kalpit Bhasin,+91-7886589310
B1575,P1834,AI143,2025-06-16 11:37:36.952,CANCELLED,A9447726,2B,Forum Das,+91-7551686952
B1576,P1650,SJ032,2025-10-20 11:37:36.952,UNKNOWN,Z5513276,6F,Nirja Pandya,+91-9747120459
B1577,P1120,6F050,2026-01-24 11:37:36.952,CONFIRMED,K8024559,23A,Pallavi Behl,+91-9139787918
B1578,P1605,AI134,2025-12-25 11:37:36.952,PENDING,E1191589,6B,Bhavna Muni,+91-9680349506
B1579,P1451,6F182,2025-04-24 11:37:36.952,CONFIRMED,N4986478,28E,Indira Chawla,+91-9236259676
B1580,P1964,SJ086,2025-10-08 11:37:36.952,CONFIRMED,G7600884,20D,Yashica Kala,+91-8125378537
B1581,P1128,6F170,2025-08-06 11:37:36.952,CONFIRMED,V3781919,3D,Mohammed Subramaniam,+91-8765409860
B1582,P1090,UK168,2025-04-24 11:37:36.952,PENDING,X2164006,34B,Udarsh Chokshi,+91-9752759275
B1583,P1603,SJ072,2026-02-22 11:37:36.952,UNKNOWN,Z2353484,33D,Inaya Pillai,+91-8582160940
B1584,P1574,UK075,2025-04-28 11:37:36.952,CANCELLED,B8213986,21C,Ishwar Mallick,+91-9301317633
B1585,P1028,6F233,2026-01-08 11:37:36.952,CANCELLED,E0212372,1C,Upkaar Sanghvi,+91-8101599970
B1586,P1721,SJ143,2025-11-13 11:37:36.952,CANCELLED,G3000088,25B,Atharv Loke,+91-8898624180
B1587,P1523,SJ246,2025-06-28 11:37:36.952,PENDING,N7391900,34E,Ayush Gole,+91-6230264298
B1588,P1332,SJ247,2025-11-04 11:37:36.952,CONFIRMED,J1600916,10B,Anjali More,+91-7836061813
B1589,P1296,UK157,2025-08-31 11:37:36.952,PENDING,T3798979,3D,Harinakshi Panchal,+91-6681728641
B1590,P1129,UK069,2026-04-01 11:37:36.952,CONFIRMED,L4818674,25B,Abeer Golla,+91-6154398124
B1591,P1292,AI106,2025-11-20 11:37:36.952,CANCELLED,A9984336,8A,Luke Rattan,+91-7578533665
B1592,P1172,UK085,2025-11-17 11:37:36.952,CONFIRMED,C1815198,24F,Ekaraj Dhar,+91-8454040691
B1593,P1719,6F087,2025-09-24 11:37:36.952,UNKNOWN,V2942034,1A,Azaan Chand,+91-8318456311
B1594,P1943,AI067,2025-06-01 11:37:36.952,CONFIRMED,L3466075,25E,Tanveer Puri,+91-8404280775
B1595,P1023,6F226,2026-01-07 11:37:36.952,PENDING,X4667201,4E,Oni Setty,+91-7386685375
B1596,P1098,SJ210,2025-12-20 11:37:36.952,CONFIRMED,Z0281822,15E,Harita Dugar,+91-9740447815
B1597,P1405,6F269,2025-10-23 11:37:36.952,CONFIRMED,K0262085,33A,Kala Muni,+91-9381406201
B1598,P1355,UK013,2026-01-02 11:37:36.952,CONFIRMED,L2735364,11B,Ekta Chad,+91-8587944577
B1599,P1138,UK013,2025-09-30 11:37:36.952,PENDING,A0412918,9E,Charles Dugal,+91-8215086733
B1600,P1502,UK143,2025-07-20 11:37:36.952,PENDING,W1612559,2C,Nakul Bawa,+91-9222859966
B1601,P1825,6F262,2025-09-07 11:37:36.952,PENDING,B0792304,28D,Finn Magar,+91-6157748100
B1602,P1173,6F042,2025-07-07 11:37:36.952,UNKNOWN,C2838271,2A,Saanvi Samra,+91-7315289344
B1603,P1028,SJ118,2025-12-06 11:37:36.952,CANCELLED,E9615120,17E,Vedika Sathe,+91-8112378468
B1604,P1930,SJ118,2025-11-17 11:37:36.952,CANCELLED,T6653446,3C,Oeshi Mahajan,+91-7254969471
B1605,P1495,SJ082,2025-10-03 11:37:36.952,CANCELLED,R6346019,6C,Tanveer Vala,+91-7107348238
B1606,P1654,6F015,2025-07-18 11:37:36.952,CONFIRMED,M7347243,23E,Ishaan Pai,+91-9189200192
B1607,P1827,AI101,2026-02-02 11:37:36.952,UNKNOWN,T6822512,30F,Qushi Choudhry,+91-7523313146
B1608,P1350,SJ110,2025-06-28 11:37:36.952,CANCELLED,R0866656,10B,Bhanumati Sur,+91-8182236165
B1609,P1553,SJ042,2025-10-21 11:37:36.952,CANCELLED,Y7687849,19D,Darika Bath,+91-9991065414
B1610,P1298,6F145,2025-10-13 11:37:36.952,CONFIRMED,C2903500,27A,Thomas Rana,+91-8637513593
B1611,P1719,UK029,2026-01-05 11:37:36.952,CANCELLED,X7422354,14C,Christopher Amble,+91-6429894892
B1612,P1841,SJ200,2025-04-18 11:37:36.952,CANCELLED,P6821215,28C,Samarth Mitra,+91-8275693103
B1613,P1944,SJ209,2026-01-29 11:37:36.952,CONFIRMED,M4920644,6A,Siddharth Devan,+91-6820030449
B1614,P1191,AI116,2025-05-11 11:37:36.952,UNKNOWN,Y7388182,30B,Aadhya Mann,+91-6818000528
B1615,P1671,6F117,2025-05-23 11:37:36.952,CANCELLED,P3435948,33B,Falak Dar,+91-6667188111
B1616,P1063,SJ181,2025-12-23 11:37:36.952,PENDING,V4968066,17A,Abhimanyu Tank,+91-8205591327
B1617,P1754,AI070,2025-05-10 11:37:36.952,UNKNOWN,D0212543,18A,Qushi Gill,+91-7365358704
B1618,P1769,AI070,2026-01-19 11:37:36.952,CONFIRMED,A1604986,1B,Kai Rai,+91-9252769430
B1619,P1663,UK042,2026-02-05 11:37:36.952,PENDING,D8600320,13A,Victor Tella,+91-9691372740
B1620,P1214,AI169,2026-02-24 11:37:36.952,PENDING,X9901140,1B,Irya Bora,+91-8609859727
B1621,P1833,6F021,2025-12-21 11:37:36.952,PENDING,D3171978,27A,Mekhala Basak,+91-6776823445
B1622,P1165,SJ046,2025-06-23 11:37:36.952,PENDING,N2590841,19F,Rajata Bahl,+91-9982052713
B1623,P1542,AI211,2025-08-17 11:37:36.952,CANCELLED,V5501137,22B,Tripti Brahmbhatt,+91-8669200353
B1624,P1882,SJ091,2025-12-20 11:37:36.952,CANCELLED,F1072887,34F,Dhriti Sanghvi,+91-6606455944
B1625,P1231,AI123,2026-04-05 11:37:36.952,PENDING,E7903716,7D,Nidhi Sahni,+91-6693268999
B1626,P1793,6F053,2025-04-17 11:37:36.952,CANCELLED,V1972239,25C,Bimala Contractor,+91-9626573732
B1627,P1540,UK012,2026-01-09 11:37:36.952,PENDING,D8375307,27E,Nidhi Bail,+91-6107488394
B1628,P1194,6F023,2025-11-25 11:37:36.952,PENDING,F4808557,33A,Ekta Garg,+91-6282231638
B1629,P1505,AI250,2026-01-02 11:37:36.952,CONFIRMED,Z4432362,11A,Triveni Pathak,+91-9728225072
B1630,P1333,AI238,2026-04-07 11:37:36.952,PENDING,B6968574,26F,Gaurang Sarkar,+91-9121392269
B1631,P1767,UK096,2026-02-17 11:37:36.952,CANCELLED,N7516913,24F,Hitesh Kohli,+91-7196038353
B1632,P1792,UK126,2026-03-30 11:37:36.952,PENDING,L0164261,1D,Rajata Rattan,+91-6333630781
B1633,P1303,SJ195,2025-08-30 11:37:36.952,CONFIRMED,G5084243,8E,Farhan Randhawa,+91-7720501769
B1634,P1832,SJ171,2025-12-25 11:37:36.952,CANCELLED,E4848130,1C,Dayita Nori,+91-6893055198
B1635,P1436,AI136,2025-08-14 11:37:36.952,UNKNOWN,P9105302,7C,Timothy Nath,+91-6504861859
B1636,P1322,SJ192,2025-05-27 11:37:36.952,CONFIRMED,T5864633,22B,Om Bose,+91-8690504980
B1637,P1501,6F035,2025-12-01 11:37:36.952,PENDING,C1050147,27C,Yashvi Comar,+91-7626760528
B1638,P1857,UK088,2026-02-23 11:37:36.952,CONFIRMED,V9615738,22C,Yashvi Hari,+91-6246904781
B1639,P1913,6F009,2025-09-14 11:37:36.952,CONFIRMED,W1775123,24E,Ikshita Panchal,+91-9644053873
B1640,P1392,6F004,2026-01-28 11:37:36.952,CANCELLED,D5542609,30B,Manbir Keer,+91-7888504451
B1641,P1805,UK122,2026-03-27 11:37:36.952,UNKNOWN,N0244654,28D,Harshil Dhingra,+91-9251769571
B1642,P1598,AI251,2026-02-15 11:37:36.952,PENDING,B5171073,4E,Aahana Hora,+91-9231536644
B1643,P1148,AI027,2026-02-04 11:37:36.952,PENDING,M6478370,14A,Oscar Dua,+91-9441503774
B1644,P1760,SJ165,2025-10-20 11:37:36.952,PENDING,K3802741,20E,Faqid Goel,+91-8857715792
B1645,P1832,UK081,2025-08-16 11:37:36.952,CONFIRMED,R2602925,17D,Wakeeta Shetty,+91-9258377529
B1646,P1404,UK191,2025-09-27 11:37:36.952,CANCELLED,R2884076,28C,Saumya Naidu,+91-7111044076
B1647,P1282,SJ188,2025-11-06 11:37:36.952,PENDING,R6327135,14F,Diya Dora,+91-9610980840
B1648,P1361,6F016,2025-08-09 11:37:36.952,CONFIRMED,P2592386,33D,Ria Bir,+91-6536408368
B1649,P1378,6F064,2026-04-05 11:37:36.952,PENDING,A4886932,4F,Upasna Sathe,+91-8937703414
B1650,P1197,SJ105,2026-04-03 11:37:36.952,UNKNOWN,M3405089,10D,Chavvi Maharaj,+91-7720311933
B1651,P1555,SJ054,2025-09-09 11:37:36.952,CANCELLED,P1597640,21B,Daksh Pandey,+91-8541838199
B1652,P1355,6F197,2025-12-19 11:37:36.952,PENDING,R0789775,23C,Yashica Borah,+91-7568510269
B1653,P1539,AI040,2026-03-26 11:37:36.952,CANCELLED,C9038422,31B,Dayita Shenoy,+91-9904854504
B1654,P1428,AI131,2025-08-14 11:37:36.952,UNKNOWN,E7320222,31A,Siya Barad,+91-6917736787
B1655,P1016,6F141,2025-10-09 11:37:36.952,PENDING,C7576917,7D,Dakshesh Pillay,+91-7161424650
B1656,P1638,UK035,2025-05-12 11:37:36.952,CONFIRMED,K2985144,26E,Bhavini Bose,+91-7134769841
B1657,P1378,AI005,2025-08-28 11:37:36.952,CONFIRMED,M2169039,12B,Gautam Tripathi,+91-6293469851
B1658,P1679,AI001,2025-06-22 11:37:36.952,CONFIRMED,P9801426,18D,Leena Shere,+91-6165015091
B1659,P1505,UK211,2026-01-17 11:37:36.952,PENDING,P8017703,6D,Benjamin Sengupta,+91-7578511131
B1660,P1755,SJ189,2026-04-04 11:37:36.952,CANCELLED,B5004933,12D,Raghav Nagy,+91-9297074370
B1661,P1898,UK006,2025-04-21 11:37:36.952,PENDING,J4693172,18D,Vamakshi Thaker,+91-9359486864
B1662,P1075,6F189,2025-10-13 11:37:36.952,CONFIRMED,W0839065,17A,Matthew Bhatia,+91-7475588498
B1663,P1230,AI133,2025-05-16 11:37:36.952,CANCELLED,Y9851939,15B,Shravya Chauhan,+91-9852386291
B1664,P1715,SJ216,2025-11-08 11:37:36.952,CONFIRMED,F7281291,25B,Hemal Chad,+91-8800313111
B1665,P1961,SJ133,2026-03-04 11:37:36.952,CANCELLED,B4960266,29D,Yamini Gera,+91-8984830703
B1666,P1247,UK082,2026-03-05 11:37:36.952,PENDING,F7284539,32C,Balveer Kota,+91-8125120106
B1667,P1301,6F136,2026-02-16 11:37:36.952,CANCELLED,R0886406,32C,Raksha Sarna,+91-9123300625
B1668,P1725,6F039,2025-04-30 11:37:36.952,PENDING,F0801929,3B,Nathan Patla,+91-7928549908
B1669,P1214,AI011,2025-06-16 11:37:36.952,CONFIRMED,C5439044,3E,Kashish Mandal,+91-7286136069
B1670,P1157,SJ225,2025-05-12 11:37:36.952,CANCELLED,F5333202,16C,Lila Rege,+91-6143741026
B1671,P1068,SJ024,2025-07-08 11:37:36.952,CONFIRMED,E5550193,22C,Hamsini Ben,+91-8954928950
B1672,P1392,AI109,2025-08-01 11:37:36.952,CANCELLED,B3698884,14E,Gaurika Bhatti,+91-7910731994
B1673,P1084,AI147,2025-06-12 11:37:36.952,UNKNOWN,H3243629,28B,Forum Chandra,+91-6971712711
B1674,P1266,UK057,2025-11-03 11:37:36.952,CANCELLED,W0598312,18C,Libni Mander,+91-6273615782
B1675,P1068,6F111,2025-08-01 11:37:36.952,CANCELLED,X0759659,9A,Zayyan Doctor,+91-6253161692
B1676,P1610,AI197,2026-04-14 11:37:36.952,PENDING,H7631774,24C,Gauri Bumb,+91-7170401522
B1677,P1346,UK127,2026-01-31 11:37:36.952,PENDING,A6294193,29C,Lohit Palla,+91-6729166384
B1678,P1961,6F240,2025-12-31 11:37:36.952,PENDING,E2671317,24B,Dayita Ramanathan,+91-9237555813
B1679,P1727,6F257,2025-08-17 11:37:36.952,CANCELLED,P4752864,25A,Kai Chad,+91-7852928728
B1680,P1926,AI253,2026-03-19 11:37:36.952,UNKNOWN,A9617300,11F,Dayita Puri,+91-8438663589
B1681,P1672,SJ135,2026-04-02 11:37:36.952,CANCELLED,E4032115,15C,Falguni Datta,+91-8110665577
B1682,P1422,UK112,2025-07-10 11:37:36.952,CANCELLED,L1432191,20B,Girik Sampath,+91-6655580562
B1683,P1605,AI050,2025-08-07 11:37:36.952,CONFIRMED,R7972479,9C,Yashoda Pathak,+91-8240974031
B1684,P1173,UK060,2025-11-18 11:37:36.952,PENDING,E1883458,8E,Andrew Patil,+91-7890224337
B1685,P1676,SJ183,2025-05-15 11:37:36.952,CANCELLED,A4877067,25E,Dayamai Gole,+91-7324379394
B1686,P1114,UK138,2025-11-17 11:37:36.952,CONFIRMED,H2998651,23E,Tanish Om,+91-6278165076
B1687,P1219,SJ071,2025-10-12 11:37:36.952,PENDING,L7846408,22F,Vedika Handa,+91-8889458889
B1688,P1955,AI057,2025-06-14 11:37:36.952,PENDING,V8382567,9D,Upkaar Devan,+91-7119316032
B1689,P1030,SJ151,2025-07-10 11:37:36.952,CANCELLED,V4672925,20B,Mohammed Brahmbhatt,+91-8891469943
B1690,P1522,SJ144,2025-06-28 11:37:36.952,PENDING,M1962822,12C,Chakrika Chaudhuri,+91-6910655739
B1691,P1342,SJ087,2026-01-23 11:37:36.952,PENDING,D8256247,12E,Yashica Zacharia,+91-9302618246
B1692,P1376,SJ066,2026-04-02 11:37:36.952,CONFIRMED,X4201223,18A,Baljiwan Nayar,+91-8711744649
B1693,P1129,AI247,2026-01-02 11:37:36.952,CONFIRMED,X2900966,11F,Karan Puri,+91-9142689241
B1694,P1999,SJ102,2026-04-01 11:37:36.952,PENDING,E6604509,24D,Mitesh Gaba,+91-7298762013
B1695,P1616,6F252,2026-04-13 11:37:36.952,CONFIRMED,C7400391,4F,Pratyush Gandhi,+91-6717316531
B1696,P1538,6F055,2025-11-28 11:37:36.952,PENDING,H3538922,11C,Raksha Bassi,+91-9200551789
B1697,P1738,AI204,2025-11-12 11:37:36.952,CANCELLED,C9360060,34B,Nirja Patla,+91-9621681258
B1698,P1001,AI016,2026-02-02 11:37:36.952,CONFIRMED,B5646160,31D,Wazir Sawhney,+91-7519749640
B1699,P1870,AI209,2025-12-11 11:37:36.952,PENDING,K3850095,15D,Bhavani Sen,+91-7314625089
B1700,P1100,SJ211,2026-01-04 11:37:36.952,PENDING,J6176231,14B,Vivaan Walla,+91-9223121891
B1701,P1532,6F103,2025-10-16 11:37:36.952,CONFIRMED,A9441642,13F,William More,+91-6517781575
B1702,P1057,UK182,2025-04-22 11:37:36.952,CONFIRMED,M4413727,31F,Upasna Hari,+91-9661952340
B1703,P1388,6F264,2025-12-25 11:37:36.952,CANCELLED,M7606349,19B,Jhalak Sastry,+91-6979168483
B1704,P1691,6F027,2025-07-23 11:37:36.952,PENDING,J6175518,29A,Triya Manda,+91-6997533747
